resp_id,survey_location,period,post,treated,did,monthly_transport_exp,ticket_expenditure,gender,female,age,profession,trip_purpose,mode,trip_dist_km,trip_time_min,trip_fare,trips_per_week,wait_min,access_dist_m,n_2w,n_4w,n_cycle,hh_motor_vehicles,income_imputed,vi_income,vi_no_vehicle,vi_elderly,brt_experience,employed,VI,VI_did
1,8. Hall Gate,0,0,0,0,259.8,0.0,Female,1,17,Student,Education,Shared Autorickshaw,2.0,10,10,6,1,0,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
1,8. Hall Gate,1,1,0,0,267.53956048555966,0.0,Female,1,17,Student,Education,Shared Autorickshaw,2.0,10,10,6,1,0,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
2,13. Mudhal Bypass,0,0,0,0,519.6,0.0,Female,1,30,Private salaried job,Work,Shared Autorickshaw,2.0,20,20,6,5,100,1,0,1,1,17000,0.5853430110044486,0,0,No,1,0.1951143370014828,0.0
2,13. Mudhal Bypass,1,1,0,0,523.9887843975206,0.0,Female,1,30,Private salaried job,Work,Shared Autorickshaw,2.0,20,20,6,5,100,1,0,1,1,17000,0.5853430110044486,0,0,No,1,0.1951143370014828,0.0
3,23. Celebration Mall,0,0,1,0,519.6,0.0,Female,1,45,Private salaried job,Work,Shared Autorickshaw,2.0,15,20,6,5,100,1,0,1,1,17000,0.5853430110044486,0,0,No,1,0.1951143370014828,0.0
3,23. Celebration Mall,1,1,1,1,129.9,5.0,Female,1,45,Private salaried job,Work,Shared Autorickshaw,2.0,15,20,6,5,100,1,0,1,1,17000,0.5853430110044486,0,0,No,1,0.1951143370014828,0.1951143370014828
4,18. Spring Dale,0,0,0,0,303.1,0.0,Male,0,46,Homemaker,Work,Shared Autorickshaw,2.0,20,10,7,2,200,1,0,0,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
4,18. Spring Dale,1,1,0,0,310.07368029059364,0.0,Male,0,46,Homemaker,Work,Shared Autorickshaw,2.0,20,10,7,2,200,1,0,0,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
5,1. 100 ft road Chowk,0,0,0,0,519.6,0.0,Male,0,47,Self-employed,Work,Shared Autorickshaw,2.5,15,20,6,3,0,1,0,1,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
5,1. 100 ft road Chowk,1,1,0,0,520.5417734788765,0.0,Male,0,47,Self-employed,Work,Shared Autorickshaw,2.5,15,20,6,3,0,1,0,1,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
6,19. Sultanwind,0,0,0,0,173.2,0.0,Female,1,15,Student,Shopping,Shared Autorickshaw,3.0,15,10,4,0,0,0,0,1,0,0,1.0,1,0,Yes,0,0.6666666666666666,0.0
6,19. Sultanwind,1,1,0,0,182.9562235163676,0.0,Female,1,15,Student,Shopping,Shared Autorickshaw,3.0,15,10,4,0,0,0,0,1,0,0,1.0,1,0,Yes,0,0.6666666666666666,0.0
7,25. Golden Gate,0,0,0,0,779.4,0.0,Female,1,18,Student,Education,Shared Autorickshaw,3.0,20,30,6,5,200,2,0,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
7,25. Golden Gate,1,1,0,0,787.0113970199035,0.0,Female,1,18,Student,Education,Shared Autorickshaw,3.0,20,30,6,5,200,2,0,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
8,24. GNDU,0,0,0,0,1039.2,0.0,Female,1,21,Student,Education,Shared Autorickshaw,3.0,30,40,6,10,100,1,1,1,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
8,24. GNDU,1,1,0,0,1047.0606430527696,0.0,Female,1,21,Student,Education,Shared Autorickshaw,3.0,30,40,6,10,100,1,1,1,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
9,34. Valmiki Chowk,0,0,0,0,606.2,0.0,Female,1,23,Private salaried job,Work,Shared Autorickshaw,3.0,15,20,7,5,100,0,0,0,0,17000,0.5853430110044486,1,0,No,1,0.5284476703348162,0.0
9,34. Valmiki Chowk,1,1,0,0,607.4811363267555,0.0,Female,1,23,Private salaried job,Work,Shared Autorickshaw,3.0,15,20,7,5,100,0,0,0,0,17000,0.5853430110044486,1,0,No,1,0.5284476703348162,0.0
10,33. Tara Wala pul,0,0,0,0,173.2,0.0,Male,0,30,Self-employed,Work,Shared Autorickshaw,3.0,10,20,2,2,0,1,0,1,1,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
10,33. Tara Wala pul,1,1,0,0,177.70385937895566,0.0,Male,0,30,Self-employed,Work,Shared Autorickshaw,3.0,10,20,2,2,0,1,0,1,1,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
11,31. Queens Road,0,0,1,0,173.2,0.0,Female,1,40,Homemaker,Shopping,Shared Autorickshaw,3.0,10,20,2,5,100,2,1,1,3,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
11,31. Queens Road,1,1,1,1,43.3,5.0,Female,1,40,Homemaker,Shopping,Shared Autorickshaw,3.0,10,20,2,5,100,2,1,1,3,0,1.0,0,0,Yes,0,0.3333333333333333,0.3333333333333333
12,23. Celebration Mall,0,0,0,0,259.8,0.0,Male,0,60,Self-employed,Shopping,Shared Autorickshaw,3.0,15,20,3,5,100,2,0,1,2,17914,0.5496761102005776,0,1,Yes,1,0.5165587034001925,0.0
12,23. Celebration Mall,1,1,0,0,269.067649888486,0.0,Male,0,60,Self-employed,Shopping,Shared Autorickshaw,3.0,15,20,3,5,100,2,0,1,2,17914,0.5496761102005776,0,1,Yes,1,0.5165587034001925,0.0
13,3. Bus stand,0,0,0,0,779.4,0.0,Female,1,20,Student,Education,Shared Autorickshaw,4.0,75,30,6,15,0,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
13,3. Bus stand,1,1,0,0,785.8386512008066,0.0,Female,1,20,Student,Education,Shared Autorickshaw,4.0,75,30,6,15,0,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
14,10. Kot Man Singh,0,0,0,0,606.2,0.0,Female,1,20,Private salaried job,Work,Shared Autorickshaw,4.0,20,20,7,5,0,2,0,0,2,17000,0.5853430110044486,0,0,No,1,0.1951143370014828,0.0
14,10. Kot Man Singh,1,1,0,0,614.4276161327083,0.0,Female,1,20,Private salaried job,Work,Shared Autorickshaw,4.0,20,20,7,5,0,2,0,0,2,17000,0.5853430110044486,0,0,No,1,0.1951143370014828,0.0
15,6. Gumtala Chowk,0,0,1,0,433.0,0.0,Male,0,45,Private salaried job,Work,Shared Autorickshaw,4.0,30,20,5,5,100,1,1,2,2,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
15,6. Gumtala Chowk,1,1,1,1,216.5,10.0,Male,0,45,Private salaried job,Work,Shared Autorickshaw,4.0,30,20,5,5,100,1,1,2,2,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.1300762246676552
16,21. Vallah Bypass,0,0,0,0,433.0,0.0,Male,0,28,Self-employed,Work,Shared Autorickshaw,5.0,30,20,5,15,100,1,0,1,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
16,21. Vallah Bypass,1,1,0,0,435.2723872178478,0.0,Male,0,28,Self-employed,Work,Shared Autorickshaw,5.0,30,20,5,15,100,1,0,1,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
17,21. Vallah Bypass,0,0,0,0,519.6,0.0,Male,0,28,Private salaried job,Work,Shared Autorickshaw,5.0,35,20,6,15,100,1,0,1,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
17,21. Vallah Bypass,1,1,0,0,525.1458478701584,0.0,Male,0,28,Private salaried job,Work,Shared Autorickshaw,5.0,35,20,6,15,100,1,0,1,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
18,21. Vallah Bypass,0,0,0,0,173.2,0.0,Male,0,35,Self-employed,Work,Shared Autorickshaw,5.0,10,20,2,5,100,0,0,1,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
18,21. Vallah Bypass,1,1,0,0,173.83817256104174,0.0,Male,0,35,Self-employed,Work,Shared Autorickshaw,5.0,10,20,2,5,100,0,0,1,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
19,21. Vallah Bypass,0,0,0,0,86.6,0.0,Female,1,30,Labourer,Work,Shared Autorickshaw,6.0,25,20,1,5,300,0,0,0,0,9450,0.8799656598766877,1,0,Yes,1,0.626655219958896,0.0
19,21. Vallah Bypass,1,1,0,0,94.8763117199258,0.0,Female,1,30,Labourer,Work,Shared Autorickshaw,6.0,25,20,1,5,300,0,0,0,0,9450,0.8799656598766877,1,0,Yes,1,0.626655219958896,0.0
20,28. India Gate,0,0,0,0,433.0,0.0,Male,0,30,Self-employed,Shopping,Shared Autorickshaw,6.0,15,20,5,5,200,2,1,2,3,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
20,28. India Gate,1,1,0,0,439.31664399122064,0.0,Male,0,30,Self-employed,Shopping,Shared Autorickshaw,6.0,15,20,5,5,200,2,1,2,3,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
21,25. Golden Gate,0,0,0,0,779.4,0.0,Male,0,40,Private salaried job,Work,Shared Autorickshaw,6.0,25,30,6,5,100,2,0,1,2,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
21,25. Golden Gate,1,1,0,0,786.9808774008537,0.0,Male,0,40,Private salaried job,Work,Shared Autorickshaw,6.0,25,30,6,5,100,2,0,1,2,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
22,30. Novelty Chowk,0,0,0,0,346.4,0.0,Male,0,43,Self-employed,Work,Shared Autorickshaw,6.0,20,20,4,3,100,1,0,1,1,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
22,30. Novelty Chowk,1,1,0,0,349.94525968129864,0.0,Male,0,43,Self-employed,Work,Shared Autorickshaw,6.0,20,20,4,3,100,1,0,1,1,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
23,20. Sultanwind gate,0,0,0,0,649.5,0.0,Male,0,28,Self-employed,Shopping,Shared Autorickshaw,7.0,30,30,5,5,100,2,0,1,2,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
23,20. Sultanwind gate,1,1,0,0,659.206980243949,0.0,Male,0,28,Self-employed,Shopping,Shared Autorickshaw,7.0,30,30,5,5,100,2,0,1,2,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
24,35. Verka Bypass,0,0,0,0,259.8,0.0,Male,0,50,Government salaried job,Work,Shared Autorickshaw,7.0,25,20,3,2,0,2,1,0,3,32000,0.0,0,0,Yes,1,0.0,0.0
24,35. Verka Bypass,1,1,0,0,268.731211213222,0.0,Male,0,50,Government salaried job,Work,Shared Autorickshaw,7.0,25,20,3,2,0,2,1,0,3,32000,0.0,0,0,Yes,1,0.0,0.0
25,11. Loharka Road,0,0,1,0,86.6,0.0,Female,1,24,Homemaker,Work,Shared Autorickshaw,9.0,30,20,1,15,100,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
25,11. Loharka Road,1,1,1,1,64.95,15.0,Female,1,24,Homemaker,Work,Shared Autorickshaw,9.0,30,20,1,15,100,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.6666666666666666
26,2. Amritsar Engineering College,0,0,0,0,433.0,0.0,Male,0,22,Student,Education,Shared Autorickshaw,10.0,30,20,5,10,150,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
26,2. Amritsar Engineering College,1,1,0,0,434.9463870785197,0.0,Male,0,22,Student,Education,Shared Autorickshaw,10.0,30,20,5,10,150,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
27,15. Rajasansi,0,0,0,0,606.2,0.0,Male,0,25,Self-employed,Recreational,Shared Autorickshaw,10.0,30,20,7,2,200,1,1,0,2,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
27,15. Rajasansi,1,1,0,0,610.8672100372704,0.0,Male,0,25,Self-employed,Recreational,Shared Autorickshaw,10.0,30,20,7,2,200,1,1,0,2,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
28,18. Spring Dale,0,0,1,0,519.6,0.0,Male,0,34,Labourer,Work,Shared Autorickshaw,10.0,30,20,6,10,1000,0,0,1,0,13650,0.7160696167954421,1,0,Yes,1,0.5720232055984807,0.0
28,18. Spring Dale,1,1,1,1,389.7,15.0,Male,0,34,Labourer,Work,Shared Autorickshaw,10.0,30,20,6,10,1000,0,0,1,0,13650,0.7160696167954421,1,0,Yes,1,0.5720232055984807,0.5720232055984807
29,28. India Gate,0,0,1,0,389.7,0.0,Female,1,35,Homemaker,Religious,Shared Autorickshaw,10.0,30,30,3,5,200,2,1,1,3,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
29,28. India Gate,1,1,1,1,194.85,15.0,Female,1,35,Homemaker,Religious,Shared Autorickshaw,10.0,30,30,3,5,200,2,1,1,3,0,1.0,0,0,Yes,0,0.3333333333333333,0.3333333333333333
30,15. Rajasansi,0,0,0,0,519.6,0.0,Female,1,38,Government salaried job,Work,Shared Autorickshaw,10.0,20,20,6,5,0,1,1,0,2,26000,0.2341372044017794,0,0,No,1,0.0780457348005931,0.0
30,15. Rajasansi,1,1,0,0,526.4304895324245,0.0,Female,1,38,Government salaried job,Work,Shared Autorickshaw,10.0,20,20,6,5,0,1,1,0,2,26000,0.2341372044017794,0,0,No,1,0.0780457348005931,0.0
31,23. Celebration Mall,0,0,0,0,1039.2,0.0,Male,0,40,Private salaried job,Work,Shared Autorickshaw,10.0,45,40,6,5,100,2,1,1,3,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
31,23. Celebration Mall,1,1,0,0,1046.6476215590783,0.0,Male,0,40,Private salaried job,Work,Shared Autorickshaw,10.0,45,40,6,5,100,2,1,1,3,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
32,27. Hussainpura Chowk,0,0,0,0,519.6,0.0,Male,0,21,Private salaried job,Work,Shared Autorickshaw,12.0,40,20,6,15,0,1,0,1,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
32,27. Hussainpura Chowk,1,1,0,0,529.2750973243421,0.0,Male,0,21,Private salaried job,Work,Shared Autorickshaw,12.0,40,20,6,15,0,1,0,1,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
33,34. Valmiki Chowk,0,0,0,0,0.0,0.0,Male,0,40,Self-employed,Work,Bicycle,1.0,10,0,3,0,0,0,0,1,0,17914,0.5496761102005776,1,0,No,1,0.5165587034001925,0.0
33,34. Valmiki Chowk,1,1,0,0,3.25825358138152,0.0,Male,0,40,Self-employed,Work,Bicycle,1.0,10,0,3,0,0,0,0,1,0,17914,0.5496761102005776,1,0,No,1,0.5165587034001925,0.0
34,3. Bus stand,0,0,0,0,0.0,0.0,Male,0,48,Private salaried job,Work,Bicycle,1.0,4,0,6,0,0,0,0,1,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
34,3. Bus stand,1,1,0,0,3.704597060348689,0.0,Male,0,48,Private salaried job,Work,Bicycle,1.0,4,0,6,0,0,0,0,1,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
35,5. Ghee Mandi Chowk,0,0,0,0,0.0,0.0,Male,0,65,Self-employed,Work,Bicycle,2.0,10,0,7,0,0,1,0,1,1,17914,0.5496761102005776,0,1,No,1,0.5165587034001925,0.0
35,5. Ghee Mandi Chowk,1,1,0,0,4.695558112758079,0.0,Male,0,65,Self-employed,Work,Bicycle,2.0,10,0,7,0,0,1,0,1,1,17914,0.5496761102005776,0,1,No,1,0.5165587034001925,0.0
36,10. Kot Man Singh,0,0,0,0,0.0,0.0,Male,0,45,Private salaried job,Work,Bicycle,3.0,15,0,7,0,0,0,0,1,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
36,10. Kot Man Singh,1,1,0,0,1.894713590842857,0.0,Male,0,45,Private salaried job,Work,Bicycle,3.0,15,0,7,0,0,0,0,1,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
37,22. 100 feet raod,0,0,0,0,0.0,0.0,Male,0,40,Labourer,Work,Bicycle,4.0,25,0,6,0,0,0,0,2,0,13650,0.7160696167954421,1,0,No,1,0.5720232055984807,0.0
37,22. 100 feet raod,1,1,0,0,1.2992150533547164,0.0,Male,0,40,Labourer,Work,Bicycle,4.0,25,0,6,0,0,0,0,2,0,13650,0.7160696167954421,1,0,No,1,0.5720232055984807,0.0
38,32. Railway Station,0,0,0,0,0.0,0.0,Male,0,55,Private salaried job,Work,Bicycle,5.0,10,0,6,0,0,0,0,1,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
38,32. Railway Station,1,1,0,0,4.757049262259337,0.0,Male,0,55,Private salaried job,Work,Bicycle,5.0,10,0,6,0,0,0,0,1,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
39,30. Novelty Chowk,0,0,0,0,0.0,0.0,Male,0,45,Self-employed,Work,Bicycle,20.0,30,0,7,0,0,0,0,1,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
39,30. Novelty Chowk,1,1,0,0,2.2690934905088413,0.0,Male,0,45,Self-employed,Work,Bicycle,20.0,30,0,7,0,0,0,0,1,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
40,6. Gumtala Chowk,0,0,0,0,173.2,0.0,Female,1,50,Homemaker,Health,Shared E-Rickshaw,1.0,10,10,4,5,0,2,1,1,3,0,1.0,0,0,No,0,0.3333333333333333,0.0
40,6. Gumtala Chowk,1,1,0,0,179.8981399468251,0.0,Female,1,50,Homemaker,Health,Shared E-Rickshaw,1.0,10,10,4,5,0,2,1,1,3,0,1.0,0,0,No,0,0.3333333333333333,0.0
41,5. Ghee Mandi Chowk,0,0,0,0,259.8,0.0,Female,1,27,Private salaried job,Work,Shared E-Rickshaw,2.0,15,10,6,1,100,1,0,0,1,17000,0.5853430110044486,0,0,No,1,0.1951143370014828,0.0
41,5. Ghee Mandi Chowk,1,1,0,0,264.1715191887233,0.0,Female,1,27,Private salaried job,Work,Shared E-Rickshaw,2.0,15,10,6,1,100,1,0,0,1,17000,0.5853430110044486,0,0,No,1,0.1951143370014828,0.0
42,23. Celebration Mall,0,0,0,0,519.6,0.0,Male,0,42,Private salaried job,Work,Shared E-Rickshaw,2.0,10,20,6,0,0,1,0,2,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
42,23. Celebration Mall,1,1,0,0,527.9267819605784,0.0,Male,0,42,Private salaried job,Work,Shared E-Rickshaw,2.0,10,20,6,0,0,1,0,2,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
43,20. Sultanwind gate,0,0,0,0,519.6,0.0,Female,1,16,Student,Education,Shared E-Rickshaw,3.0,20,20,6,5,50,2,0,1,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
43,20. Sultanwind gate,1,1,0,0,526.6026510200226,0.0,Female,1,16,Student,Education,Shared E-Rickshaw,3.0,20,20,6,5,50,2,0,1,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
44,3. Bus stand,0,0,0,0,519.6,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,3.0,30,20,6,0,0,1,1,0,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
44,3. Bus stand,1,1,0,0,522.7236664138204,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,3.0,30,20,6,0,0,1,1,0,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
45,Majitha_Road,0,0,0,0,1082.5,0.0,Male,0,23,Private salaried job,Work,Shared E-Rickshaw,3.0,20,50,5,5,200,1,0,1,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
45,Majitha_Road,1,1,0,0,1090.822598013952,0.0,Male,0,23,Private salaried job,Work,Shared E-Rickshaw,3.0,20,50,5,5,200,1,0,1,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
46,21. Vallah Bypass,0,0,0,0,173.2,0.0,Female,1,28,Homemaker,Health,Shared E-Rickshaw,3.0,10,20,2,5,200,1,0,0,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
46,21. Vallah Bypass,1,1,0,0,181.247643574968,0.0,Female,1,28,Homemaker,Health,Shared E-Rickshaw,3.0,10,20,2,5,200,1,0,0,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
47,29. Kachehri Chowk,0,0,0,0,346.4,0.0,Male,0,65,Private salaried job,Work,Shared E-Rickshaw,4.0,20,20,4,4,0,1,0,1,1,22000,0.3902286740029658,0,1,Yes,1,0.4634095580009886,0.0
47,29. Kachehri Chowk,1,1,0,0,350.27478379030174,0.0,Male,0,65,Private salaried job,Work,Shared E-Rickshaw,4.0,20,20,4,4,0,1,0,1,1,22000,0.3902286740029658,0,1,Yes,1,0.4634095580009886,0.0
48,5. Ghee Mandi Chowk,0,0,0,0,1212.4,0.0,Male,0,72,Private salaried job,Work,Shared E-Rickshaw,4.0,10,40,7,0,0,3,0,0,3,22000,0.3902286740029658,0,1,No,1,0.4634095580009886,0.0
48,5. Ghee Mandi Chowk,1,1,0,0,1215.2832810393024,0.0,Male,0,72,Private salaried job,Work,Shared E-Rickshaw,4.0,10,40,7,0,0,3,0,0,3,22000,0.3902286740029658,0,1,No,1,0.4634095580009886,0.0
49,21. Vallah Bypass,0,0,0,0,519.6,0.0,Male,0,25,Private salaried job,Work,Private E-Rickshaw,5.0,20,20,6,2,200,0,0,0,0,22000,0.3902286740029658,1,0,Yes,1,0.4634095580009886,0.0
49,21. Vallah Bypass,1,1,0,0,526.4249550397498,0.0,Male,0,25,Private salaried job,Work,Private E-Rickshaw,5.0,20,20,6,2,200,0,0,0,0,22000,0.3902286740029658,1,0,Yes,1,0.4634095580009886,0.0
50,12. Majitha Road Bypass,0,0,0,0,519.6,0.0,Male,0,27,Private salaried job,Work,Shared E-Rickshaw,5.0,25,20,6,5,0,1,0,1,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
50,12. Majitha Road Bypass,1,1,0,0,520.9975248360931,0.0,Male,0,27,Private salaried job,Work,Shared E-Rickshaw,5.0,25,20,6,5,0,1,0,1,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
51,Chattarwind_Gate,0,0,0,0,173.2,0.0,Female,1,35,Homemaker,Work,Shared E-Rickshaw,5.0,20,20,2,10,200,1,0,0,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
51,Chattarwind_Gate,1,1,0,0,175.19908202475108,0.0,Female,1,35,Homemaker,Work,Shared E-Rickshaw,5.0,20,20,2,10,200,1,0,0,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
52,31. Queens Road,0,0,0,0,519.6,0.0,Male,0,40,Private salaried job,Work,Shared E-Rickshaw,5.0,15,20,6,5,200,2,1,1,3,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
52,31. Queens Road,1,1,0,0,519.67362269751,0.0,Male,0,40,Private salaried job,Work,Shared E-Rickshaw,5.0,15,20,6,5,200,2,1,1,3,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
53,11. Loharka Road,0,0,1,0,346.4,0.0,Male,0,50,Self-employed,Shopping,Private E-Rickshaw,5.0,20,20,4,2,0,0,0,0,0,17914,0.5496761102005776,1,0,No,1,0.5165587034001925,0.0
53,11. Loharka Road,1,1,1,1,173.2,10.0,Male,0,50,Self-employed,Shopping,Private E-Rickshaw,5.0,20,20,4,2,0,0,0,0,0,17914,0.5496761102005776,1,0,No,1,0.5165587034001925,0.5165587034001925
54,20. Sultanwind gate,0,0,0,0,346.4,0.0,Female,1,50,Homemaker,Shopping,Shared E-Rickshaw,5.0,25,20,4,5,200,2,1,2,3,0,1.0,0,0,No,0,0.3333333333333333,0.0
54,20. Sultanwind gate,1,1,0,0,353.0485085659203,0.0,Female,1,50,Homemaker,Shopping,Shared E-Rickshaw,5.0,25,20,4,5,200,2,1,2,3,0,1.0,0,0,No,0,0.3333333333333333,0.0
55,35. Verka Bypass,0,0,0,0,346.4,0.0,Female,1,22,Homemaker,Work,Shared E-Rickshaw,6.0,30,20,4,5,0,0,0,1,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
55,35. Verka Bypass,1,1,0,0,353.4516537862633,0.0,Female,1,22,Homemaker,Work,Shared E-Rickshaw,6.0,30,20,4,5,0,0,0,1,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
56,12. Majitha Road Bypass,0,0,1,0,606.2,0.0,Male,0,32,Self-employed,Work,Shared E-Rickshaw,6.0,15,20,7,0,0,0,0,1,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
56,12. Majitha Road Bypass,1,1,1,1,303.1,10.0,Male,0,32,Self-employed,Work,Shared E-Rickshaw,6.0,15,20,7,0,0,0,0,1,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.5165587034001925
57,3. Bus stand,0,0,1,0,346.4,0.0,Female,1,28,Homemaker,Work,Shared E-Rickshaw,7.0,20,20,4,5,200,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
57,3. Bus stand,1,1,1,1,259.8,15.0,Female,1,28,Homemaker,Work,Shared E-Rickshaw,7.0,20,20,4,5,200,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.6666666666666666
58,18. Spring Dale,0,0,0,0,173.2,0.0,Male,0,50,Self-employed,Recreational,Shared E-Rickshaw,7.0,20,20,2,7,300,0,0,1,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
58,18. Spring Dale,1,1,0,0,178.88741195952892,0.0,Male,0,50,Self-employed,Recreational,Shared E-Rickshaw,7.0,20,20,2,7,300,0,0,1,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
59,15. Rajasansi,0,0,1,0,519.6,0.0,Male,0,20,Private salaried job,Work,Shared E-Rickshaw,8.0,25,20,6,30,500,0,0,0,0,22000,0.3902286740029658,1,0,Yes,1,0.4634095580009886,0.0
59,15. Rajasansi,1,1,1,1,389.7,15.0,Male,0,20,Private salaried job,Work,Shared E-Rickshaw,8.0,25,20,6,30,500,0,0,0,0,22000,0.3902286740029658,1,0,Yes,1,0.4634095580009886,0.4634095580009886
60,6. Gumtala Chowk,0,0,1,0,519.6,0.0,Female,1,35,Homemaker,Work,Shared E-Rickshaw,13.0,30,20,6,10,200,0,0,1,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
60,6. Gumtala Chowk,1,1,1,1,519.6,20.0,Female,1,35,Homemaker,Work,Shared E-Rickshaw,13.0,30,20,6,10,200,0,0,1,0,0,1.0,1,0,No,0,0.6666666666666666,0.6666666666666666
61,3. Bus stand,0,0,0,0,779.4,0.0,Female,1,23,Student,Education,Shared E-Rickshaw,25.0,60,30,6,0,0,1,1,1,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
61,3. Bus stand,1,1,0,0,786.0840296179047,0.0,Female,1,23,Student,Education,Shared E-Rickshaw,25.0,60,30,6,0,0,1,1,1,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
62,33. Tara Wala pul,0,0,0,0,163.54385185185185,0.0,Male,0,24,Self-employed,Work,Two Wheeler,1.0,20,0,7,0,0,3,2,1,5,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
62,33. Tara Wala pul,1,1,0,0,4.710962061431325,0.0,Male,0,24,Self-employed,Work,Two Wheeler,1.0,20,0,7,0,0,3,2,1,5,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
